Sample,EGFR,PDGFRA,PTEN,NF1,TP53,RB1,CDKN2A,CDKN2B,MDM2,MDM4,CDK4,CDK6,MET,PIK3CA,PIK3R1,PIK3CB,IDH1,IDH2,ATRX,CIC,FUBP1,NOTCH1,TERT,MGMT,OLIG2,GFAP,SOX2,NES,CD44,CHI3L1,VEGFA,MKI67,BCAN,DLL3,POSTN,SERPINE1,TIMP1,LGALS1,ANXA1,CASP8
E10041,8.3883,6.2298,7.2465,7.4413,7.7556,8.5686,6.9928,7.7953,6.5276,8.0965,11.108,6.9445,11.3893,6.9198,9.3754,7.1462,9.0706,9.6693,7.687,9.6451,8.6057,8.6664,6.6766,6.5129,7.9637,10.3968,10.9859,9.765,10.229,13.4351,10.8308,7.0388,6.9853,7.0452,5.6429,10.3329,12.809,13.3144,9.9237,6.9506
E10072,8.6857,6.3675,7.3938,6.9584,7.4086,7.7272,6.8131,6.4247,6.3012,7.5964,10.0115,6.1433,6.766,7.008,10.0744,7.7683,8.4841,10.0694,8.0333,9.164,7.9341,8.4652,6.5717,6.5296,8.4873,10.1429,9.951,8.666,6.9,7.7357,7.9778,7.0218,8.3273,7.927,5.0533,7.0743,8.5398,10.9843,5.9477,6.1733
E10077,8.2503,6.2201,7.2308,6.9547,8.2816,7.8812,7.0891,6.205,7.0216,7.8,10.7536,6.8051,7.5328,6.5527,9.4268,7.4065,9.2229,10.0588,7.1161,9.5534,8.4254,8.4408,6.5913,7.2167,7.9612,10.7261,9.8198,9.1017,8.7636,13.8267,10.7844,6.8809,7.4654,7.0512,5.6589,10.6237,13.0792,13.1564,8.752,7.1181
E10097,8.3678,6.197,7.9357,7.2531,8.1095,7.4077,7.0658,6.5327,6.4041,7.9695,10.5529,6.6559,7.1786,8.0488,10.3126,7.645,8.9941,8.225,8.7364,8.9703,8.1973,8.7307,6.807,5.946,10.1945,7.8308,10.457,8.3797,6.3475,8.4687,8.2342,7.4942,8.1765,8.6572,5.0393,7.6385,10.4268,10.0468,6.258,6.3346
E10102,9.8182,6.3084,6.9946,7.4948,8.7514,8.761,6.8256,5.8221,6.626,8.1978,10.66,6.2179,7.304,7.484,9.4164,7.3215,8.9567,9.9867,7.7184,9.7702,8.2128,8.528,6.7036,6.0619,7.3441,12.202,10.9068,9.3828,10.7053,13.7782,12.724,6.9553,7.28,6.9732,7.9349,10.0574,12.7747,13.1849,9.6731,7.0444
E10103,8.4732,6.4453,7.0609,7.1846,7.373,7.2711,6.8063,6.5437,6.6472,7.9053,10.0871,6.1794,7.652,6.1278,9.2306,7.5651,8.7868,9.2805,7.1583,9.264,8.0207,7.8657,6.9708,6.6671,7.0819,10.6883,9.5167,8.9328,8.0186,13.3945,8.8509,7.2882,7.5524,7.1462,5.4988,8.5664,12.0479,12.9067,9.6639,6.505
E10110,8.2391,7.5851,6.8627,7.6896,9.0678,7.8093,10.6467,6.9023,6.786,9.0435,13.861,5.9471,7.6822,7.2543,7.7754,6.7802,8.1968,10.0521,8.3324,10.0089,9.4453,10.1899,6.7351,6.8575,10.4687,10.8204,11.0712,8.6126,8.8826,8.3591,12.0444,9.0439,8.2279,8.0835,5.1469,8.7398,9.7095,10.7228,8.5133,6.3827
E10138,9.3788,6.2842,6.993,7.6558,8.6399,8.4234,7.2336,7.6115,6.7719,8.5268,10.8201,6.6219,6.7781,7.6584,10.042,7.6944,8.6932,9.7804,8.0199,9.4826,8.4253,8.8009,6.7469,6.8533,11.0729,12.9008,11.4525,9.4424,9.8687,7.2809,8.7342,7.2676,8.4819,9.0982,5.0398,7.1756,9.1401,10.3048,7.8607,6.6311
E10144,9.5186,6.1666,6.9903,7.1101,7.0872,7.7966,6.9314,5.9604,6.7048,7.9461,9.4366,6.5231,7.8325,7.6679,10.3288,7.822,8.0615,9.4393,7.8695,9.6899,8.1119,8.046,6.7336,7.2989,9.1314,9.698,9.6904,8.4011,7.2639,12.1053,9.7623,7.1129,7.8803,7.2816,6.3897,8.8339,11.0636,12.1181,7.4095,6.503
E10158,8.5308,6.1964,7.2589,7.3007,8.5521,8.6894,6.9681,7.923,6.5743,8.6889,10.7528,6.2692,6.8295,8.1589,10.6351,7.4202,9.3528,9.1239,7.5042,9.7574,9.0032,8.6862,6.6846,6.5177,10.4045,13.0654,11.1162,8.6958,9.4221,7.8766,8.3155,7.4156,8.6162,8.7183,5.0738,7.7029,10.3318,11.4636,8.4501,7.0029
E10184,8.1877,6.0244,7.1548,7.1189,6.8472,7.6293,6.9301,6.1817,6.7332,7.6834,9.2749,5.8497,7.906,7.1408,9.8038,7.6104,7.9525,9.5794,7.9382,9.8015,7.954,7.7533,6.7433,7.0928,7.6687,8.6157,9.344,8.1347,7.2651,11.9012,8.7658,6.8702,7.6164,7.1584,5.1094,8.1272,10.8457,12.0803,7.2919,6.5185
E10211,7.9264,6.0503,6.9813,7.3365,6.8397,7.5813,6.8605,5.9283,6.6924,7.7441,9.0507,6.3501,8.0341,7.3836,10.4816,7.9117,7.785,9.5749,8.0381,10.2273,7.9884,7.8901,6.7318,6.9278,8.3123,8.2325,9.3314,7.8798,7.2832,11.2037,7.8855,6.9601,7.5477,7.1277,4.8849,6.7783,10.6034,11.628,6.8113,6.3911
E10226,8.18,6.2373,7.729,7.1292,6.9572,7.0396,9.1558,7.1461,6.6198,8.0297,10.7314,6.6809,7.4263,7.3195,10.5961,7.178,8.771,9.2765,8.2894,9.2355,9.0169,8.4987,6.6046,6.5441,9.4837,10.2764,10.7628,8.6975,8.6375,12.9473,11.4273,7.8713,7.2386,7.8558,4.9086,9.6551,11.8382,11.9753,8.4692,7.0142
E10227,9.8199,6.1645,7.6623,6.8983,8.6442,8.5057,6.5548,5.5689,6.3943,8.101,11.4488,6.4626,7.2869,6.7635,9.7408,7.5789,9.9351,10.0166,8.079,9.5622,8.5158,8.632,6.4923,6.8601,8.7172,11.4767,9.9933,9.2925,9.1466,13.7999,9.853,8.0325,7.6137,7.8743,5.0485,7.9615,12.8546,13.3022,8.8777,7.1128
E10252,8.5652,6.1974,6.5331,7.3572,6.7337,7.1548,7.1352,6.0753,6.6703,7.7334,10.1816,6.3754,8.2462,7.3044,10.3491,7.704,7.5952,9.5143,7.5799,10.3332,7.624,7.7217,6.9394,7.3087,8.6034,7.8789,9.1765,8.3898,7.045,9.1054,9.0769,6.9786,7.99,7.2858,5.3142,7.0724,9.2145,11.5193,6.4949,6.6862
E10258,8.3897,6.0942,6.7497,7.0647,7.0433,7.7309,6.9804,6.0207,6.6627,7.9824,9.5689,6.4599,7.6978,7.3486,10.403,7.7427,8.0774,9.8281,7.8359,10.1906,7.9812,8.092,6.7505,7.3243,8.7098,9.2499,9.2513,8.2407,7.8824,11.7125,8.3794,6.7405,7.5716,7.1723,5.0949,6.5901,10.7979,12.2702,7.8487,6.4118
E10262,7.7064,6.5349,7.7568,7.2495,9.1406,8.6847,6.6637,5.5368,6.5381,7.6185,11.391,6.7761,10.9934,7.7521,9.4753,7.1701,9.8508,9.5587,7.3109,9.6562,9.0203,9.5485,6.6187,6.0452,10.694,8.9713,10.458,8.6143,7.6324,12.2215,8.5417,9.6949,7.7143,7.5473,7.6408,7.9548,11.9412,11.8133,8.1874,7.0039
E10267,9.9411,6.3056,7.4326,7.1018,8.9849,8.5046,6.6122,5.4909,7.9631,8.1855,10.6389,7.2288,7.2545,7.853,9.9431,7.5036,9.6662,9.0787,8.1042,9.9908,8.7231,8.7942,6.9707,6.1452,8.938,11.877,10.537,9.4076,9.4626,13.463,13.3233,7.8535,7.7376,7.8218,5.8439,9.0302,12.1783,13.0204,9.7972,6.9539
E10271,8.6963,6.5796,6.5595,7.3212,9.4086,8.5945,6.9209,5.7969,6.8336,8.6742,11.3726,6.6223,7.372,6.5484,9.6492,7.3022,9.5563,10.2791,7.8013,10.0374,8.0151,9.149,6.9963,6.5253,8.3802,11.7938,11.1549,9.5885,10.3886,12.795,12.5907,8.6804,7.747,7.8694,5.0182,9.7341,12.5194,12.6322,9.241,6.9309
E10284,9.3009,6.2768,6.8695,7.397,8.2598,8.4938,7.0359,5.841,7.0614,8.3759,10.8269,6.9388,7.0919,7.3565,9.6517,7.1747,9.306,9.7454,7.6771,9.8315,8.2728,8.6,6.8712,6.5008,8.7891,12.0607,10.8117,9.6128,10.1558,13.6869,13.0734,7.9564,7.2283,7.1179,6.895,10.4867,13.7398,13.6587,9.135,6.9316
E10290,8.2641,6.4998,7.6035,7.3512,7.245,7.8722,6.7257,5.879,6.5887,8.265,10.674,6.4581,7.5028,6.898,10.054,7.1818,8.9388,8.9301,7.9554,9.7635,8.6836,8.5524,6.8419,6.4088,8.3304,10.8539,10.3977,9.2288,9.0991,13.2023,12.0987,7.7616,7.2016,7.3071,8.5764,10.5042,13.5826,13.6015,8.9793,7.0323
E10292,7.4807,6.3794,7.7628,7.5311,9.4144,8.778,9.5717,8.809,6.8929,8.8238,11.8177,7.6952,6.8631,8.0552,8.3717,6.5126,9.5743,9.4675,7.4106,9.8219,9.7178,8.932,6.7993,6.5639,9.9141,9.9787,10.7297,9.8485,8.1307,12.4006,11.265,7.3795,6.8177,7.2124,8.7238,10.5105,13.3862,12.7802,8.4579,7.1912
E10299,8.5196,6.4245,7.9184,7.6064,9.4216,8.767,9.2701,7.9832,6.6485,8.3691,10.4168,7.2303,7.6573,7.0089,9.2011,7.1758,9.4958,9.4519,7.1034,9.997,9.0664,9.0772,6.806,6.3942,10.51,8.972,11.3247,9.3542,10.2789,10.9402,10.2972,9.0869,7.713,8.4829,5.0035,9.6395,10.7063,11.1911,8.9736,6.7786
E10300,8.135,6.4059,7.3944,6.6711,8.1094,7.859,6.8002,6.3893,6.8639,7.4286,11.2011,6.5198,7.4085,6.7618,8.7638,7.2991,9.3751,9.5153,7.2777,9.78,8.6758,8.4941,7.1188,6.9762,6.14,11.4569,9.5691,9.5859,8.9278,14.0175,11.7829,7.047,7.4415,7.0635,7.1059,10.4769,13.5781,13.4284,10.9096,7.1419
E10305,9.2592,6.1256,6.9046,6.802,7.7505,8.0445,7.0285,6.3557,6.7132,8.0359,10.6431,6.6781,7.1755,6.9527,8.2709,7.4562,9.1514,9.535,7.3568,9.946,8.6643,8.1938,7.0159,7.2557,7.8144,10.89,9.8898,9.8526,8.7875,13.7459,11.7425,6.7667,7.4041,6.768,6.0221,10.0021,13.422,13.0227,9.3437,7.1616
E10312,8.8904,6.0747,7.2596,7.308,8.2395,8.2672,7.4746,6.4007,6.6984,8.009,9.9981,6.5317,7.8207,7.3875,10.182,7.593,8.6925,9.636,8.0757,9.7268,8.4227,7.9712,6.7722,6.5835,8.4765,8.4521,9.8557,8.6115,7.9809,12.3268,8.9557,7.6308,7.3888,7.8055,5.2026,8.5683,11.3596,11.9774,7.7733,6.8272
E10313,8.1173,6.1852,7.4507,6.7465,9.1123,8.5559,6.9492,6.0263,6.9993,8.0996,11.1479,6.9242,8.0432,6.6895,9.1979,6.8433,8.5544,9.5776,7.543,9.5425,8.3151,8.6396,7.0104,7.5324,7.1529,11.9364,10.4783,9.7108,11.1011,13.7282,11.8391,8.1994,6.8102,7.1371,8.8668,12.0032,14.0619,13.5803,9.3881,7.1715
E10433,8.0693,6.0783,7.7431,7.0127,7.2531,8.597,6.5623,6.2503,6.6896,7.9376,10.0444,6.3838,7.4404,6.9947,10.1382,7.646,8.812,9.4567,7.9272,9.2913,8.6105,8.1533,6.4795,7.5544,9.1186,10.3164,9.2311,8.3563,8.4276,12.947,8.2025,6.7455,6.9354,6.8784,5.3625,9.8739,12.097,12.9232,9.1301,7.0833
E10444,10.7438,6.423,6.8089,7.7145,9.7554,8.9498,6.8507,5.9061,6.841,10.6565,11.2059,7.6926,6.3049,7.0807,9.7188,7.612,9.7663,9.7349,7.8742,10.3924,8.9804,9.4447,7.0371,7.4043,10.3798,12.7512,11.3354,10.1957,9.9488,13.4248,12.7007,8.5185,7.7882,8.3441,8.6101,8.3262,12.6496,13.4029,9.3206,6.8739
E10462,8.8897,6.1563,7.4215,7.0491,8.2395,8.5698,6.7923,6.6861,6.778,7.6859,10.128,6.2374,7.659,7.1276,10.0496,7.4264,8.4922,9.1959,7.7846,9.6656,8.2841,7.8789,6.7663,7.0507,8.8636,9.1874,9.5236,8.8238,9.105,13.5872,10.737,6.9841,7.0882,7.1438,5.7652,10.0456,12.6431,12.8435,10.0521,7.0227
E10483,9.1987,6.3407,6.9526,7.5347,8.7899,8.9345,6.8337,5.7988,6.7633,8.0579,11.0797,6.4303,6.8866,7.6335,9.1529,7.5684,8.6983,9.3521,7.04,9.1328,8.8679,8.8931,6.823,7.1128,10.2787,13.1904,11.1465,8.83,10.3706,8.0047,9.5757,7.7674,9.1273,7.4611,4.9847,8.7515,9.4181,10.8301,7.6714,7.108
E10488,8.3785,6.6565,7.5671,6.9251,8.2859,8.1716,6.6215,5.5264,6.4794,7.9297,10.8027,6.6873,7.6958,7.1906,9.2983,6.9764,8.7512,8.9065,7.7852,8.9109,8.3197,8.5293,6.7885,7.0092,5.8131,7.5922,7.9006,8.8047,8.7455,11.1613,8.8659,8.48,6.9928,6.9283,9.5364,10.2092,13.644,14.0037,10.2999,7.4502
E10514,7.252,6.3444,7.9143,6.8126,7.3955,8.0759,7.3713,6.3022,6.483,7.5576,10.1354,6.5844,7.3609,6.0656,9.0251,7.7289,8.4651,9.8528,7.1448,9.6027,8.7367,8.326,7.4972,8.403,8.6718,10.0753,8.7707,8.8385,7.8621,13.4308,7.4624,7.4,6.7234,7.1071,4.8878,7.8495,12.5451,12.6891,8.9802,6.3497
E10551,7.9799,6.8313,6.9038,6.8826,8.2505,7.9143,10.5045,6.8341,8.0895,7.6841,14.1431,6.6786,7.3853,7.3094,8.1022,7.366,9.1159,9.8615,7.4189,9.2766,8.9907,8.1329,6.9013,6.7842,7.3298,9.8525,8.6504,9.0435,7.8866,13.0423,9.1842,8.3853,6.7495,7.3432,5.8652,9.9217,13.5828,13.2728,8.4768,7.3936
E50057,9.0478,6.239,6.9403,7.0799,6.6231,7.4719,7.3103,6.0554,7.2249,7.6071,9.3409,6.5591,7.9525,7.4512,10.2359,7.6725,7.7779,9.2552,7.7624,10.2704,7.8401,7.876,6.8791,7.4574,7.8436,8.4884,9.0274,8.3185,7.3533,11.8854,8.5056,6.9784,8.0961,7.4978,5.4029,7.0732,11.0885,11.6299,7.0371,6.2408
E50074,9.0599,6.1279,6.018,7.387,8.3635,8.1788,7.0653,6.5201,7.0105,8.4794,10.5665,6.6101,7.9846,6.9088,9.7811,7.2679,9.118,9.4667,7.3651,10.1277,8.9644,8.7064,6.8486,6.4005,8.6154,9.9051,10.7923,9.1794,9.6418,13.504,13.1426,7.5097,7.4222,7.1645,5.073,11.947,12.9601,12.8219,9.3781,6.8818
E50091,8.4357,6.4857,7.2762,7.3251,8.0324,7.2633,10.9265,8.8765,6.5881,8.4133,11.4243,6.5676,7.2727,6.7137,9.7283,7.2061,9.0604,10.049,6.4419,9.8914,8.9063,9.0267,6.7566,6.9378,10.7233,11.9022,11.3869,9.3767,9.0909,11.9577,11.1146,8.5149,8.0128,7.8195,4.919,8.8623,11.5151,12.4586,8.4603,6.9254
E50123,9.1729,6.4887,8.1926,7.4781,8.1008,7.5844,8.7084,7.2018,6.623,8.2213,11.6168,6.3894,7.0681,6.9952,9.1719,6.9082,10.1271,10.4593,7.3198,9.5573,8.8193,8.6211,6.5982,6.1469,6.2205,9.4696,10.8398,9.1783,8.7456,12.5032,12.3302,9.51,7.0892,7.1142,5.4999,8.8749,11.8079,11.8528,10.1156,7.1083
HF0017,9.6269,6.2151,6.8586,7.0081,7.6759,8.2091,7.0943,7.4847,6.7031,8.3285,9.9355,6.6203,7.6665,8.1036,11.062,7.8745,8.1135,9.2348,7.2083,8.9953,8.4179,8.5733,6.7333,6.2443,10.331,10.2839,9.5664,8.8305,8.2467,6.1377,8.343,7.2064,8.7863,7.9862,5.4996,8.405,10.2471,9.6985,7.0055,6.4963
HF0022,9.1174,6.3558,7.1426,7.3384,7.5524,8.1399,6.9175,6.2158,6.8542,7.9165,10.11,6.839,7.4804,7.4714,10.8433,7.953,8.1155,9.1464,8.9866,9.2915,8.0792,8.5265,6.6696,6.3246,10.5561,8.8175,8.6915,8.6929,7.7041,6.3537,8.62,7.2823,8.1412,8.598,5.3007,7.3374,8.1405,10.7794,6.2667,6.3828
HF0024,8.9401,6.1823,6.5295,7.4299,8.9097,8.0962,8.0524,7.0285,6.7015,8.145,10.5717,6.6021,7.7163,7.224,9.781,7.6053,8.5271,9.4914,8.6963,9.4485,8.3732,8.3459,6.716,6.3743,8.6686,10.433,8.9401,9.282,9.7467,13.0475,11.2197,7.6644,7.4426,7.2472,5.2579,10.5441,12.3515,12.2192,9.0616,7.1661
HF0026,9.1048,6.2148,6.8032,7.3117,7.1866,8.1316,6.8928,6.7106,6.6248,8.2602,9.9,6.4189,7.1776,8.1288,11.0629,7.8441,8.154,9.1713,8.8304,9.4047,8.5262,8.1243,6.6296,6.4852,9.6972,9.86,8.5888,8.4608,7.9495,7.2632,8.5117,7.1692,8.2328,8.4728,5.3027,7.8901,8.7552,10.8674,6.6277,6.2965
HF0031,11.105,6.211,8.0653,7.5308,9.4909,9.2736,6.7967,5.8284,6.9637,8.1958,10.7599,7.6058,7.6028,8.0291,10.2061,7.769,8.8486,9.2744,8.4121,9.3788,8.9257,8.5588,6.8388,6.7128,9.4158,11.9686,9.8676,9.6557,10.7241,13.8072,12.5094,7.6599,7.4144,7.4598,7.5887,11.0117,13.3571,12.9893,9.2476,7.2092
HF0048,9.1211,6.1399,7.127,7.2386,7.3221,8.359,6.998,7.6267,6.8034,8.1616,10.0094,6.236,7.1553,7.449,10.4279,7.4548,7.7717,9.3304,7.2308,9.2445,7.8337,8.2882,6.5666,6.7887,8.807,10.4329,9.4447,8.6469,8.1412,9.2536,8.5863,7.3638,8.256,7.5094,5.7105,8.5844,9.7607,11.3096,7.6905,6.9123
HF0050,10.3776,6.0669,7.6982,7.6846,7.9179,8.722,6.6939,6.9752,6.6627,8.1745,9.868,7.1345,7.7957,7.2807,10.1172,7.6891,8.5144,8.8528,8.6031,9.1362,7.9828,7.9571,6.6569,7.0277,9.2677,10.2806,8.4711,8.6873,9.3039,13.3111,9.9884,7.2231,6.9768,7.0864,6.065,10.1925,12.6975,12.415,8.6126,7.0986
HF0066,11.9444,6.6266,7.0392,7.4671,9.9186,8.6521,9.3718,7.7629,6.707,8.8195,13.6705,10.7664,6.7755,9.7834,9.8518,6.8018,8.6086,8.835,8.5082,9.8238,8.7621,8.8942,6.7297,5.8353,10.3862,12.6627,10.3428,10.3955,8.7014,10.5826,10.3682,8.1492,7.6256,7.0427,8.3494,7.4923,11.7759,12.341,8.1828,7.0134
HF0087,10.0935,6.2831,7.2628,7.7457,8.488,8.1839,6.9864,6.7199,6.594,8.2624,10.7009,6.7735,6.9378,8.3175,11.5126,7.9069,8.4352,9.0364,8.8493,9.3364,7.4465,8.8147,6.7523,6.2036,11.4165,9.9818,10.01,9.2015,7.3948,6.8689,8.3725,7.3914,8.6166,9.028,5.0529,7.2489,7.5642,9.9502,5.892,6.2525
HF0089,10.368,6.092,7.1214,7.4841,7.238,8.7133,6.9275,6.8316,9.3932,8.0956,13.2769,6.7702,7.4708,7.1744,10.4647,7.8974,8.7757,9.09,9.1147,9.443,8.5884,8.1698,6.6315,7.0914,9.2958,11.1972,9.4986,9.5067,8.3767,11.8093,9.848,6.8735,7.1269,7.0385,6.1226,9.8919,11.6456,12.6274,9.5397,7.1946
HF0108,7.8402,6.4741,7.7543,7.3377,7.9668,8.7748,8.0031,7.0595,6.5952,8.2983,11.1178,5.9484,7.3056,7.7079,9.7334,7.4607,9.7109,9.8653,7.3308,9.3479,9.5024,8.0407,6.6854,6.5741,10.8429,9.3848,10.6241,8.9903,6.6611,7.9969,9.7325,8.2655,8.4571,7.5818,4.9495,8.5728,11.8429,11.1596,6.1926,6.1981
HF0138,10.4285,6.5638,6.4239,7.7504,8.8921,8.9798,6.9075,5.7084,7.2221,8.2875,10.7009,6.7585,7.9413,7.1436,10.0539,7.6456,8.7925,8.6161,8.4661,9.2784,7.9705,8.6534,6.8877,5.673,8.1501,11.7245,9.884,9.9326,10.5629,13.7323,11.6248,7.941,8.0282,7.144,5.4027,8.8279,11.9134,12.6326,8.5433,7.1523
HF0142,11.6021,6.5538,7.3257,7.6121,9.575,8.2262,9.6097,7.9007,6.7198,8.7186,13.7334,10.8628,6.6206,9.8209,9.927,7.0128,8.9415,8.8491,8.7143,9.8319,8.8652,8.6763,6.6369,6.2642,10.3726,12.1271,10.7656,10.6395,8.4322,11.5912,9.3061,8.4434,7.4657,7.0308,8.3111,7.5355,12.1855,12.4452,7.9703,7.1154
HF0152,8.828,6.0475,7.4932,7.4549,7.3027,8.465,6.6831,7.3133,6.4947,8.0337,10.3574,6.1126,6.9778,8.2486,11.2236,7.9943,8.3317,9.5087,8.1299,9.3117,8.5493,8.8148,6.6296,6.7269,10.4317,10.9378,9.5777,8.4001,8.0559,6.964,8.4819,6.6911,8.3483,8.269,4.686,6.3517,8.1142,11.1132,6.6041,6.3174
HF0180,8.7014,6.3304,6.4836,7.2618,9.0827,9.031,9.5516,7.077,6.6235,8.1898,13.5051,6.9336,6.7991,7.2381,10.1956,7.2323,8.9219,9.6343,8.5237,9.4443,9.4192,9.2067,6.835,5.7192,11.4523,11.2583,9.6457,9.5359,8.7755,11.1816,10.721,9.186,7.519,9.116,5.0418,7.8219,11.6431,12.1472,8.425,6.9868
HF0184,11.1719,6.2983,7.0263,7.3847,9.4138,9.1921,6.7617,5.7216,6.7146,8.2695,10.9272,8.1318,7.6183,7.3233,9.9504,7.6595,9.1353,8.8855,8.1694,9.5603,8.219,9.3574,6.8722,6.652,10.0584,11.6439,9.6715,10.1702,9.6936,12.8635,11.9432,7.3968,7.6851,7.1495,8.6217,9.1262,12.375,12.4606,8.5789,7.2078
HF0223,9.4853,6.1829,6.9368,7.6262,6.8966,8.2265,7.24,7.3198,6.9568,7.73,9.7167,6.2679,7.3449,7.11,10.5169,7.8628,7.5634,9.1549,7.9808,9.6197,7.501,8.5003,7.0725,6.8343,8.8762,11.3542,9.8025,8.6204,8.3558,6.9217,8.4441,7.1507,8.1976,7.8311,5.4526,7.2371,8.6259,11.0213,5.941,6.717
HF0244,10.3734,6.5487,6.5712,7.7385,8.6984,7.4569,7.9174,6.7733,6.6841,8.1393,10.2004,7.0607,7.1858,7.0797,10.1482,7.926,7.9461,9.605,8.9478,9.5214,8.5336,9.2666,7.0373,6.281,8.5907,8.7871,9.5839,9.6969,8.1393,10.6843,8.3553,7.9627,7.5316,7.4038,5.1888,6.9205,10.242,11.9178,7.745,6.6818
HF0251,7.3358,6.9376,7.6139,7.193,9.5651,8.8073,6.5835,5.8617,6.5997,8.0744,11.3333,6.6913,9.9644,7.5184,10.2423,7.593,9.3057,9.1657,8.8003,9.4483,9.4591,9.5816,6.741,6.1423,11.1527,7.7343,9.803,9.4303,7.8042,12.1447,10.3994,9.6066,7.6609,7.2417,5.2358,9.3691,12.9792,12.094,7.5646,6.0996
HF0252,9.1048,6.2148,6.8032,7.3117,7.1866,8.1316,6.8928,6.7106,6.6248,8.2602,9.9,6.4189,7.1776,8.1288,11.0629,7.8441,8.154,9.1713,8.8304,9.4047,8.5262,8.1243,6.6296,6.4852,9.6972,9.86,8.5888,8.4608,7.9495,7.2632,8.5117,7.1692,8.2328,8.4728,5.3027,7.8901,8.7552,10.8674,6.6277,6.2965
HF0268,11.4565,6.1059,6.8466,7.2227,8.1879,8.6211,6.8324,5.5238,6.7278,8.3085,10.3061,6.6898,7.3998,7.476,10.8214,7.6176,8.6979,9.9812,8.2166,9.3257,8.3732,8.7007,6.675,7.0241,8.7178,11.0871,9.2062,9.0326,8.6841,13.0337,8.451,7.3626,7.8663,7.2683,5.9523,8.0162,11.6536,12.3219,8.1059,7.0965
HF0285,8.2063,6.1518,6.9014,7.3024,6.6327,7.9264,6.7801,5.9529,6.6584,7.7101,9.2816,6.434,7.7796,7.4885,10.7054,7.8997,7.93,8.9606,8.0486,9.419,8.4182,8.1032,6.7301,7.3372,8.9274,7.8777,8.2374,7.5319,7.0131,8.2603,8.2737,7.0142,7.5793,7.104,5.2421,6.3884,9.031,11.1208,6.5102,6.345
HF0291,8.8376,6.0269,7.2318,7.1145,7.8532,8.194,6.9998,7.2443,6.7023,8.0882,10.5577,6.1544,6.8545,7.9235,11.209,7.5662,8.5496,9.4414,8.5552,9.2676,8.5091,8.6614,6.8725,7.2031,10.2042,10.5595,10.3298,8.9772,8.6868,7.3186,8.3821,7.2877,8.4004,8.6705,4.6952,6.9028,8.7269,12.0019,6.246,6.1502
HF0300.3,8.0765,6.3707,6.9784,7.0815,8.6644,8.8703,6.8661,6.8362,6.4843,8.1352,10.8148,6.3657,7.4254,7.7454,9.3895,7.3943,8.9233,9.7193,7.4528,9.3792,8.8323,8.3832,6.5316,7.3441,9.1415,12.0175,9.2799,8.6251,10.0331,13.5188,11.6519,7.3373,7.3155,7.159,5.7665,9.9831,13.8628,13.1779,8.8299,6.9081
HF0305,9.1466,6.5303,6.566,7.2304,8.182,7.8022,7.3615,6.496,6.7039,7.8833,10.3484,6.6371,7.1034,7.0657,10.6725,8.0927,8.4633,9.3902,6.9717,9.3934,7.6226,8.837,7.0099,7.0503,9.8295,10.0633,10.0703,9.8868,7.7601,6.5422,8.5241,7.2065,9.0861,8.7446,4.9565,7.3752,8.7172,10.0062,5.8106,6.5131
HF0316,11.0549,6.1689,7.1823,7.4933,8.1543,8.6545,7.0751,6.9601,6.7249,8.2265,12.4238,6.6406,7.1759,6.8554,10.6443,7.3206,8.4584,9.4109,9.5061,9.3517,8.4604,8.3456,6.615,6.7129,9.7418,11.2957,9.3527,9.5571,8.7311,11.8559,8.5466,7.1194,8.0797,6.9045,4.7953,9.4607,11.2879,11.7841,8.7213,7.0647
HF0327,9.5078,6.1089,6.258,7.6733,9.6165,8.775,6.6205,5.4759,6.7425,8.622,11.058,8.2092,7.2843,6.8777,9.6325,7.6371,9.2189,9.6387,9.3472,9.6488,9.0891,8.9763,6.7088,6.6638,8.2925,9.9262,10.2388,9.8676,10.5845,13.5265,12.0111,7.6949,7.1636,7.8067,5.4909,9.7528,13.3973,13.2687,9.0219,7.1383
HF0408,10.6381,6.2554,7.3173,7.2384,8.945,8.9,7.0223,5.4226,6.8172,8.1653,10.7735,7.4465,7.6697,7.0638,10.1261,7.7137,9.1824,9.2853,8.1327,9.3565,8.4378,8.6959,6.8401,7.0584,8.3731,10.459,9.6197,9.3139,11.3362,13.9495,13.4826,7.7854,7.6868,7.5157,5.5766,11.0581,12.6553,13.4508,8.7164,6.8226
HF0434,9.4296,6.3732,7.1556,7.293,7.902,7.5397,7.3296,6.5964,6.771,7.8725,10.274,6.4583,7.2013,7.2496,10.8775,7.7062,8.2724,9.2225,8.7872,9.2324,8.0632,8.8466,6.8405,6.7738,10.334,8.8578,9.2616,8.9353,7.3187,6.8922,8.3769,7.1043,8.3353,7.8126,5.0802,6.5046,7.9725,11.3632,6.0802,6.3532
HF0435,8.5017,6.5268,7.4861,7.2229,6.8316,8.0062,9.3376,8.4001,6.5609,8.0277,13.2954,6.3952,6.9158,7.4419,10.461,7.8898,8.3436,9.4911,9.0258,9.1229,8.8849,8.813,6.8066,6.4432,8.8852,12.3942,10.071,8.9271,8.4279,9.6092,8.4417,7.235,8.254,7.2529,4.9463,7.6503,9.2325,11.1198,8.1479,6.9288
